city,xco2_ppm,xco2_numsams,xco2_std,lat_mean,lon_mean,lat_median,lon_median,target_name,sif_757nm,sif_numsams,sif_std,wkt_center,wkt_boundary,country,region,population,gdp_bil_usd,annual_co2_em_mtco2,numsams_ahn2025,low_sample_count,quadrant,coastal_km,is_coastal
Spartanburg,419.6659,1611.0,1.9810262,34.622276,-81.71937,34.628654,-81.7168,ecostress_ssh_czo_cal,0.26824188,2619,0.22790869,POINT(-81.72247 34.60811),"POLYGON((-81.94005238561328 34.4276254628511,-81.94099502582979 34.7881995017363,-81.50394497417021 34.7881995017363,-81.50488761438672 34.4276254628511,-81.94005238561328 34.4276254628511))",,,,,,,True,LOW_emissions_HIGH_conc,320.3595514832425,False
Springs,415.6007,21506.0,2.6045887,-26.091068,28.960468,-26.093859,28.95832,fossil_Kendal_powerplant,0.08521128,31738,0.19880885,POINT(28.9689 -26.088),"POLYGON((28.66833439990583 -26.35846374365634,28.66971473619874 -25.81690285688117,29.26808526380126 -25.81690285688117,29.26946560009417 -26.35846374365634,28.66833439990583 -26.35846374365634))",,,,,,,True,LOW_both,403.8712132880319,False
St. Charles,418.2757,27417.0,3.4912875,38.537422,-90.82778,38.526455,-90.82331,fossil_Labadie_powerplant,0.3005519,59380,0.25105375,POINT(-90.83605 38.561779),"POLYGON((-90.374817 38.921205,-91.297298 38.921193,-91.2927 38.200532,-90.379385 38.200544,-90.374817 38.921205))",,,,,,,True,LOW_emissions_HIGH_conc,1129.976966362568,False
St. Louis,417.65543,23654.0,3.761564,38.499416,-90.400185,38.499092,-90.44983,fossil_St_Louis_USA,0.25193787,65686,0.24982785,POINT(-90.19955999999996 38.62775000000005),"POLYGON((-90.65663347863871 38.26651555365709,-90.66123151795908 38.98715868496308,-89.73788848204084 38.98715868496308,-89.74248652136122 38.26651555365709,-90.65663347863871 38.26651555365709))",,,,,,,True,LOW_emissions_HIGH_conc,1129.9445091496302,False
St. Petersburg,418.23923,2891.0,3.0046723,27.822765,-82.51578,27.855797,-82.505516,fossil_St_Petersburg_USA,0.21928596,10990,0.16391297,POINT(-82.63875999999993 27.77119000000005),"POLYGON((-83.04323944731992 27.40963457760994,-83.0459178903541 28.13153530741095,-82.23160210964575 28.13153530741095,-82.23428055267993 27.40963457760994,-83.04323944731992 27.40963457760994))",,,,,,,True,LOW_emissions_HIGH_conc,18.156386927829313,True
Standerton,414.4284,8793.0,2.4758725,-26.948143,29.54863,-26.95276,29.549828,fossil_Tutuka_and_Majuba_Powerplant,0.085436344,18294,0.18100204,POINT(29.56 -26.95),"POLYGON((29.25715489208176 -27.2204189393692,29.25859888818565 -26.67892361530905,29.86140111181436 -26.67892361530905,29.86284510791825 -27.2204189393692,29.25715489208176 -27.2204189393692))",,,,,,,True,LOW_both,342.46538089401884,False
State College,414.18964,187.0,2.073685,40.67616,-77.968506,40.675575,-78.00412,ecostress_ssh_czo_shale,0.4565339,1012,0.26499638,POINT(-77.904076 40.66573),"POLYGON((-78.13996383995949 40.48538328082554,-78.14123635033549 40.84558659075418,-77.6669156496645 40.84558659075418,-77.6681881600405 40.48538328082554,-78.13996383995949 40.48538328082554))",,,,,,,True,LOW_both,279.84934318434944,False
Stockton,416.64014,2962.0,3.0427713,38.15617,-121.483795,38.190598,-121.46127,ecostress_us_bi1,0.20846367,6167,0.1801399,POINT(-121.5042 38.1022),"POLYGON((-121.731665125053 37.92179464977591,-121.7327850715629 38.28215731693866,-121.2756149284371 38.28215731693866,-121.276734874947 37.92179464977591,-121.731665125053 37.92179464977591))",,,,,,,True,LOW_both,120.87346891700379,False
Sydney,412.9959,5984.0,2.1687672,-33.830605,150.99039,-33.807953,150.97992,fossil_Sydney_Australia,0.16712856,15487,0.17360194,POINT(151.2069100000001 -33.86959999999993),"POLYGON((150.7727662361588 -34.22944107671659,150.776402018829 -33.50822130019899,151.6374179811712 -33.50822130019899,151.6410537638415 -34.22944107671659,150.7727662361588 -34.22944107671659))",Australia,East. Southeast Asia & Oceania,4303199.0,290.9,21.249,3.0,False,LOW_both,9.816977531317946,True
Tabriz,416.83948,41169.0,3.3415494,38.059204,46.246487,38.05876,46.23004,fossil_Tabriz_Iran,0.054055214,77903,0.16088456,POINT(46.29190000000006 38.08000000000004),"POLYGON((45.83821293639852 37.71874911426097,45.8337380502353 38.43946008958064,46.75006194976481 38.43946008958064,46.74558706360159 37.71874911426097,45.83821293639852 37.71874911426097))",,,,,,,True,LOW_both,290.4749893537591,False
Taichung,419.08875,3127.0,3.0366075,24.12456,120.700356,24.113407,120.70414,fossil_Taichung_Taiwan,0.26189613,22867,0.20318967,POINT(120.6482100000001 24.16324000000003),"POLYGON((120.2556953942308 23.80159292046761,120.2534816481981 24.52385439473593,121.042938351802 24.52385439473593,121.0407246057694 23.80159292046761,120.2556953942308 23.80159292046761))",,,,,,,True,LOW_emissions_HIGH_conc,17.468446508461795,True
Taipei,416.94592,2174.0,4.1318507,24.968784,121.413536,24.981518,121.371315,fossil_Taipei_Taiwan,0.30543852,21752,0.22128175,POINT(121.5635500000001 25.03737000000007),"POLYGON((121.1683449258114 24.67574392851579,121.1660241410992 25.39792131995228,121.9610758589009 25.39792131995228,121.9587550741888 24.67574392851579,121.1683449258114 24.67574392851579))",,,,,,,True,LOW_both,21.284171278149596,True
Taiyuan,418.5755,9858.0,3.1068606,37.90003,112.54528,37.89737,112.55515,fossil_Taiyuan_China,0.14711809,19398,0.17613824,POINT(112.54952 37.88141000000007),"POLYGON((112.0970381338729 37.52015313107295,112.0926070162062 38.24088862417344,113.0064329837939 38.24088862417344,113.0020018661272 37.52015313107295,112.0970381338729 37.52015313107295))",,,,,,,True,LOW_emissions_HIGH_conc,567.8720178878194,False
Tarabulus,414.8612,9378.0,2.8247948,34.46682,36.13232,34.43934,36.142345,fossil_Baabda_Lebanon,0.13481712,24995,0.18423876,POINT(35.96785000000006 34.51451000000003),"POLYGON((35.534096992207 34.15315085428782,35.53034376282915 34.87429438308867,36.40535623717096 34.87429438308867,36.40160300779311 34.15315085428782,35.534096992207 34.15315085428782))",,,,,,,True,LOW_both,5.375136544097139,True
Tehran,416.3411,32457.0,3.7106528,35.602695,51.392956,35.607834,51.38644,fossil_Tehran_Iran,0.058309555,90192,0.15284814,POINT(51.42151000000007 35.69439000000006),"POLYGON((50.98154547985223 35.33306675120603,50.97756764543732 36.05406908114344,51.86545235456282 36.05406908114344,51.86147452014791 35.33306675120603,50.98154547985223 35.33306675120603))",,,,,,,True,LOW_both,151.26986648488048,False
Tel Aviv-Yafo,415.91736,16882.0,2.925334,32.03458,34.96576,32.02098,34.96692,fossil_Tel_Aviv-Yafo_Israel,0.134552,30989,0.1480152,POINT(34.78953000000007 32.08556000000004),"POLYGON((34.36747659079845 31.72412774360912,34.36414782411381 32.44555465383712,35.2149121758863 32.44555465383712,35.21158340920169 31.72412774360912,34.36747659079845 31.72412774360912))",Israel,Europe,2167590.0,154.3,17.424,18.0,False,LOW_both,3.6313487113611354,True
Thames,412.8638,4447.0,2.7139776,-37.394657,175.50574,-37.392082,175.49356,ecostress_nz_kop,0.3576851,23565,0.2716124,POINT(175.554 -37.38800000000001),"POLYGON((175.3276151305306 -37.56798484061121,175.3286962093823 -37.20757834087424,175.7793037906177 -37.20757834087424,175.7803848694693 -37.56798484061121,175.3276151305306 -37.56798484061121))",,,,,,,True,LOW_both,34.81899128610708,True
Thies,,,,,,,,,0.08308077,2518,0.15940486,,,,,,,,,True,LOW_both,,
Tianjin,419.6115,12278.0,3.5581686,39.123985,117.125114,39.11873,117.10092,fossil_Tianjin_China,0.10384369,32573,0.1882226,POINT(117.1766700000001 39.14222000000007),"POLYGON((116.7163307602468 38.78100089459364,116.7116136882736 39.50158002785707,117.6417263117265 39.50158002785707,117.6370092397533 38.78100089459364,116.7163307602468 38.78100089459364))",,,,,,,True,LOW_emissions_HIGH_conc,67.69516636882722,False
Timmins,413.36295,3943.0,1.985172,48.629757,-81.410355,48.64237,-81.401184,fossil_Timmins_Canada,0.19197178,16863,0.1931502,POINT(-81.375 48.57),"POLYGON((-80.828087 48.928036,-81.921913 48.928036,-81.9142 48.209408,-80.8358 48.209408,-80.828087 48.928036))",,,,,,,True,LOW_both,484.21934595484606,False
Tokyo,416.92282,2599.0,2.8016524,35.739758,139.60054,35.75774,139.579,fossil_Tokyo_Japan,0.13030434,38854,0.18476914,POINT(139.6917160900001 35.68945633100003),"POLYGON((139.2517783047833 35.32813293197606,139.2478014370047 36.04913585666624,140.1356307429955 36.04913585666624,140.1316538752169 35.32813293197606,139.2517783047833 35.32813293197606))",Japan,East. Southeast Asia & Oceania,21604148.0,1224.7,83.384,1.0,False,HIGH_emissions_LOW_conc,92.3899560149102,False
Toledo,412.28717,931.0,1.5031655,41.94709,-83.4819,41.987793,-83.50704,fossil_Monroe_powerplant,0.2866888,3223,0.2904845,POINT(-83.342 41.895),"POLYGON((-83.70198834651617 41.62433307059568,-83.70503454710054 42.1645161638929,-82.97896545289947 42.1645161638929,-82.98201165348382 41.62433307059568,-83.70198834651617 41.62433307059568))",,,,,,,True,LOW_both,876.0637229286366,False
Tomah,414.5731,704.0,4.5319405,44.10765,-89.54169,44.105568,-89.538956,ecostress_us_cs1,0.29689217,1781,0.247284,POINT(-89.53785500000001 44.103051),"POLYGON((-89.78688992370881 43.92278188360368,-89.7884057067161 44.28276828993208,-89.28730429328391 44.28276828993208,-89.2888200762912 43.92278188360368,-89.78688992370881 43.92278188360368))",,,,,,,True,LOW_both,1591.5336332519726,False
Tombstone,419.31818,1986.0,1.7608492,31.724306,-109.94254,31.72052,-109.944214,ecostress_us_wkg,0.038033485,2615,0.1220813,POINT(-109.9419 31.7365),"POLYGON((-110.1525468446329 31.55595233517538,-110.1533647311917 31.91669305839277,-109.7304352688083 31.91669305839277,-109.7312531553671 31.55595233517538,-110.1525468446329 31.55595233517538))",,,,,,,True,LOW_emissions_HIGH_conc,364.5228623263005,False
Toronto,414.87595,11267.0,4.8803573,43.736477,-79.54207,43.754196,-79.581825,fossil_Toronto_Canada,0.21576786,30840,0.23379841,POINT(-79.38543999999996 43.64869000000004),"POLYGON((-79.87829872296797 43.28759827340157,-79.88422139105603 44.00760850502196,-78.88665860894388 44.00760850502196,-78.89258127703194 43.28759827340157,-79.87829872296797 43.28759827340157))",Canada,North America,3641203.0,254.2,11.7,6.0,False,LOW_both,743.4825196775275,False
Traralgon,411.40784,3546.0,2.1397824,-38.261524,146.39133,-38.24778,146.38922,fossil_Hazelwood_Yallourn_Loy_Yang_powerplants,0.32181644,12141,0.27237323,POINT(146.395 -38.2636),"POLYGON((146.0509329977468 -38.53335492863952,146.0534731079047 -37.99283121139653,146.7365268920952 -37.99283121139653,146.7390670022531 -38.53335492863952,146.0509329977468 -38.53335492863952))",,,,,,,True,LOW_both,75.54892169673141,False
Trenton,416.0147,2462.0,3.26022,39.89975,-74.56512,39.902412,-74.574524,ecostress_us_slt,0.20277882,7361,0.19157407,POINT(-74.596 39.9138),"POLYGON((-74.82930449225464 39.73343609823058,-74.83052998829115 40.09368643586438,-74.36147001170886 40.09368643586438,-74.36269550774537 39.73343609823058,-74.82930449225464 39.73343609823058))",,,,,,,True,LOW_both,51.948412929708084,False
Tucson,416.07202,9210.0,3.3658085,31.837708,-110.838326,31.844908,-110.83805,sif_Santa_Rita_Cluster_USA,0.07184601,13419,0.13357207,POINT(-110.84 31.8214),"POLYGON((-111.0508380157811 31.64085416491181,-111.0516593602294 32.00159006875629,-110.6283406397706 32.00159006875629,-110.6291619842189 31.64085416491181,-111.0508380157811 31.64085416491181))",,,,,,,True,LOW_both,270.6621629281041,False
Tulare,413.54654,434.0,0.71993136,36.24044,-119.92344,36.242687,-119.92753,ecostress_us_sp,0.17958403,936,0.17370433,POINT(-119.924671 36.234696),"POLYGON((-120.1466421030133 36.05424810966297,-120.1476633862704 36.41472475312912,-119.7016786137296 36.41472475312912,-119.7026998969867 36.05424810966297,-120.1466421030133 36.05424810966297))",,,,,,,True,LOW_both,162.97968909618135,False
Tumut,414.3943,3915.0,3.0884755,-35.652462,148.12315,-35.649666,148.1191,ecostress_au_tum,0.15354443,9737,0.1595069,POINT(148.1517 -35.6566),"POLYGON((147.9303366299656 -35.83665050657066,147.9313292342699 -35.47613903000912,148.3720707657301 -35.47613903000912,148.3730633700344 -35.83665050657066,147.9303366299656 -35.83665050657066))",,,,,,,True,LOW_both,234.26599348230135,False
Ulsan,418.19308,5543.0,3.6621006,35.467976,129.14781,35.466198,129.15675,fossil_Tropomi_2_powerplant,0.21400404,19650,0.210227,POINT(129.303 35.502),"POLYGON((129.745857 35.861707,128.860128 35.861695,128.864084 35.14066,129.741932 35.140672,129.745857 35.861707))",,,,,,,True,LOW_emissions_HIGH_conc,7.373918765241131,True
Urumqi,416.39447,34272.0,4.087206,43.793377,87.545135,43.79497,87.54498,fossil_Urumqi_China,0.05463934,81716,0.15358591,POINT(87.58627000000007 43.78787000000005),"POLYGON((87.09228347514562 43.42678192697451,87.08631819069353 44.14677443358769,88.08622180930661 44.14677443358769,88.08025652485452 43.42678192697451,87.09228347514562 43.42678192697451))",,,,,,,True,LOW_both,2842.7207254145064,False
Uyuni,,,,,,,,,0.045677185,1275,0.24793313,,,,,,,,,True,LOW_both,,
Vancouver,417.54916,14189.0,3.5551581,49.185196,-122.889336,49.174427,-122.851555,fossil_Vancouver_Canada,0.17204666,51290,0.20508243,POINT(-123.1133599999999 49.26038000000005),"POLYGON((-123.6589256695129 48.8994138536163,-123.6669125843887 49.61870975947681,-122.5598074156112 49.61870975947681,-122.567794330487 48.8994138536163,-123.6589256695129 48.8994138536163))",Canada,North America,2234359.0,139.6,17.595,16.0,False,LOW_both,25.01743088019696,True
Venice,408.06372,2.0,0.5403644,45.46764,11.898806,45.46764,11.898806,Venice_Italy,0.24705696,8097,0.21440786,POINT(12.231944 45.482502),"POLYGON((12.747731 45.840672,11.716157 45.840672,11.722694 45.12204,12.741194 45.12204,12.747731 45.840672))",,,,,,,True,LOW_both,19.252020804991727,True
Vienna,416.48935,14090.0,3.2394311,48.22485,16.378439,48.23004,16.391888,fossil_Vienna_Austria,0.28888702,40150,0.2429608,POINT(16.36842000000007 48.20263000000006),"POLYGON((15.83403818281636 47.84164423095834,15.82650250466847 48.5610742059281,16.91033749533167 48.5610742059281,16.90280181718379 47.84164423095834,15.83403818281636 47.84164423095834))",,,,,,,True,LOW_both,504.3047264546233,False
Voi,415.44403,1040.0,3.1111186,-3.3865387,38.141514,-3.3643618,38.15017,ecostress_ke_mak,0.10346556,4732,0.17952913,POINT(38.140667 -3.425806),"POLYGON((37.96064978476159 -3.60665518821377,37.96071735416851 -3.244922176761445,38.32061664583151 -3.244922176761445,38.32068421523843 -3.60665518821377,37.96064978476159 -3.60665518821377))",,,,,,,True,LOW_both,182.9044601345125,False
Waco,418.22998,3827.0,2.3379364,31.47857,-96.85632,31.478653,-96.84287,ecostress_us_tx2,0.20958519,9222,0.22426705,POINT(-96.8827 31.4802),"POLYGON((-97.09277461961817 31.29964682703777,-97.09358214604202 31.66040205584116,-96.67181785395799 31.66040205584116,-96.67262538038185 31.29964682703777,-97.09277461961817 31.29964682703777))",,,,,,,True,LOW_emissions_HIGH_conc,355.4322186760716,False
Warsaw,415.95807,55.0,2.6546307,52.135857,20.987116,52.080402,20.978594,fossil_Warsaw_Poland,0.21131134,1190,0.19071583,POINT(21.01037000000002 52.23560000000003),"POLYGON((20.42955634677949 51.87467548625531,20.42009625309859 52.59359818852742,21.60064374690145 52.59359818852742,21.59118365322055 51.87467548625531,20.42955634677949 51.87467548625531))",,,,,,,True,LOW_both,435.188580813486,False
Washington DC,416.8028,40282.0,4.4134154,38.9731,-77.09983,38.98073,-77.11351,fossil_Washington_DC_USA,0.32719946,81182,0.24556163,POINT(-77.03195999999997 38.89037000000008),"POLYGON((-77.4906900928948 38.52914339792811,-77.49534847862266 39.24975389243416,-76.56857152137728 39.24975389243416,-76.57322990710514 38.52914339792811,-77.4906900928948 38.52914339792811))",USA,North America,4317937.0,446.8,39.655,6.0,False,HIGH_emissions_LOW_conc,59.5360166066379,False
Wenzhou,414.37796,2168.0,2.801443,27.968004,120.63008,27.963665,120.623505,fossil_Wenzhou_China,0.23460579,15083,0.170558,POINT(120.66682 27.99942000000004),"POLYGON((120.2615044971148 27.63787077754521,120.2587944740994 28.35974752458125,121.0748455259006 28.35974752458125,121.0721355028853 27.63787077754521,120.2615044971148 27.63787077754521))",,,,,,,True,LOW_both,35.02110549366436,True
Wheeling,414.84537,4586.0,2.8803725,40.37326,-80.52404,40.364037,-80.50346,fossil_Sammis_Cardinal_Mansfield_powerplants,0.5222964,10716,0.28733414,POINT(-80.56 40.415),"POLYGON((-80.91205638843371 40.14429197032326,-80.91488376913752 40.68461479074027,-80.20511623086249 40.68461479074027,-80.20794361156628 40.14429197032326,-80.91205638843371 40.14429197032326))",,,,,,,True,LOW_both,503.20694390089466,False
Winnemucca,416.1069,6933.0,1.8848343,40.873974,-117.170975,40.872097,-117.17493,fossil_North_Valmy_powerplant,0.027630806,12297,0.11296922,POINT(-117.1516 40.8813),"POLYGON((-117.506091936688 40.6106050001647,-117.5089862588412 41.15088390800514,-116.7942137411588 41.15088390800514,-116.797108063312 40.6106050001647,-117.506091936688 40.6106050001647))",,,,,,,True,LOW_both,744.953638190043,False
Worcester,416.7248,2498.0,3.4914072,42.573666,-72.126335,42.58712,-72.10757,sif_Harvard_Forest_USA,0.22559452,8489,0.25195494,POINT(-72.1715 42.5378),"POLYGON((-72.41426176219657 42.35749581002345,-72.41566055763269 42.71758128164716,-71.92733944236728 42.71758128164716,-71.92873823780342 42.35749581002345,-72.41426176219657 42.35749581002345))",,,,,,,True,LOW_both,150.30555590655499,False
Wuhan,418.79193,9764.0,2.8331141,30.687344,114.30676,30.70824,114.307884,fossil_Wuhan_China,0.17336941,40263,0.17691472,POINT(114.3247200000001 30.64353000000006),"POLYGON((113.9089716418872 30.28205535141615,113.9058736026716 31.00364519715916,114.7435663973286 31.00364519715916,114.7404683581129 30.28205535141615,113.9089716418872 30.28205535141615))",China,Central East Asia,7910273.0,330.0,54.696,4.0,False,HIGH_both,772.5201950524079,False
Wuxi,419.5152,9902.0,3.8614933,31.633629,120.27978,31.639044,120.29613,fossil_Wuxi_China,0.18785906,25380,0.1670836,POINT(120.28857 31.56887000000006),"POLYGON((119.8688282306888 31.2074224428035,119.8655838256462 31.92890822063994,120.7115561743539 31.92890822063994,120.7083117693113 31.2074224428035,119.8688282306888 31.2074224428035))",,,,,,,True,LOW_emissions_HIGH_conc,153.96664284760945,False
Xiamen,418.5097,2157.0,2.8125863,24.626873,118.07849,24.655346,118.049034,fossil_Xiamen_China,0.17580414,7756,0.1921947,POINT(118.12774 24.54404000000005),"POLYGON((117.7340690907122 24.1824019696191,117.7318091178395 24.9046270874714,118.5236708821606 24.9046270874714,118.5214109092879 24.1824019696191,117.7340690907122 24.1824019696191))",,,,,,,True,LOW_emissions_HIGH_conc,34.55253936361553,True
Xian,417.8714,9947.0,3.4655817,34.296276,108.93537,34.2875,108.93966,fossil_Xian_China,0.23953629,38824,0.2105539,POINT(108.92512 34.27050000000003),"POLYGON((108.4926069855866 33.90913344755847,108.4888986199213 34.63030590628238,109.3613413800788 34.63030590628238,109.3576330144135 33.90913344755847,108.4926069855866 33.90913344755847))",,,,,,,True,LOW_emissions_HIGH_conc,1140.3707234181966,False
Yeosu,417.15268,1295.0,3.0396078,35.007412,127.77978,35.017933,127.821465,fossil_Gwangyang_powerplant,0.23113108,5264,0.20030239,POINT(127.723 34.93),"POLYGON((128.16272 35.289759,127.283265 35.289746,127.287111 34.568642,128.158904 34.568655,128.16272 35.289759))",,,,,,,True,LOW_both,32.03299908007146,True
Yinchuan,417.01184,19511.0,3.737851,38.459557,106.29727,38.45682,106.29836,fossil_Yinchuan_China,0.092653275,38296,0.20110044,POINT(106.2652100000001 38.46662000000003),"POLYGON((105.8091422769001 38.10538072817311,105.8045808414823 38.82604384945809,106.7258391585178 38.82604384945809,106.7212777231001 38.10538072817311,105.8091422769001 38.10538072817311))",,,,,,,True,LOW_both,1254.887001526443,False
Zhengzhou,418.60602,2665.0,2.4366307,34.72577,113.635086,34.72008,113.638664,fossil_Zhengzhou_China,0.23153114,20100,0.20790882,POINT(113.6486100000001 34.75778000000003),"POLYGON((113.2136057706243 34.39642824650009,113.2098072851634 35.11754283791313,114.0874127148367 35.11754283791313,114.0836142293758 34.39642824650009,113.2136057706243 34.39642824650009))",,,,,,,True,LOW_emissions_HIGH_conc,612.9047078322556,False
Zibo,416.31097,6868.0,3.0617108,36.79099,118.072334,36.786446,118.08032,fossil_Zibo_China,0.24469185,17277,0.22225118,POINT(118.0633300000001 36.79056000000003),"POLYGON((117.6172608507422 36.42927010207518,117.6130621856482 37.15013945333836,118.513597814352 37.15013945333836,118.5093991492579 36.42927010207518,117.6172608507422 36.42927010207518))",,,,,,,True,LOW_both,131.73978458427626,False
Zug,414.35904,353.0,2.4128816,47.190483,8.479786,47.195908,8.439726,ecostress_ch_fru,0.379951,2402,0.22030598,POINT(8.537778 47.115833),"POLYGON((8.275128651217187 46.93562926785075,8.273352308811297 47.29542474237181,8.802203691188708 47.29542474237181,8.800427348782819 46.93562926785075,8.275128651217187 46.93562926785075))",,,,,,,True,LOW_both,440.43977853313044,False
Zurich,414.45404,1016.0,2.9581726,47.43243,8.385986,47.411392,8.392656,ecostress_ch_lae,0.32464457,4236,0.21987574,POINT(8.364389 47.478333),"POLYGON((8.099949787487077 47.29813688322951,8.098138452350668 47.65790943923712,8.63063954764931 47.65790943923712,8.6288282125129 47.29813688322951,8.099949787487077 47.29813688322951))",,,,,,,True,LOW_both,501.61304975086745,False
